SY-2024-25-Proficiency-ELA-2025.12.18-TT-MASKED_reload3.10 (1)
TableName,SY,DistrictCode,LocationCode,SchoolCode,DistrictName,LocationName,Demographic,SubTest,AttenuatedProficiencyRate,ProficientN,AttenuatedStudentTotal
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Black,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Asian,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Native,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Multirace,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,FRL,ELA,59.09,26,44
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotFRL,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,DirectCert,ELA,55,11,20
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotDirectCert,ELA,62.5,15,24
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,SwD,ELA,*,*,12
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotSwD,ELA,68.75,22,32
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,EL,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotEL,ELA,59.09,26,44
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Migratory,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Homeless,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Military,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,AnyNative,ELA,*,*,*
ProficiencyELA,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,AnyBlack,ELA,*,*,*
ProficiencyELA,2024-2025,12,0,12000,CLOVIS,CLOVIS DO,All,ELA,41.99,1487,3541
ProficiencyELA,2024-2025,12,0,12000,CLOVIS,CLOVIS DO,Female,ELA,45,787,1749
ProficiencyELA,2024-2025,12,0,12000,CLOVIS,CLOVIS DO,Male,ELA,39.06,700,1792
