TableName,SY,DistrictCode,LocationCode,SchoolCode,DistrictName,LocationName,Demographic,SubTest,AttenuatedProficiencyRate,ProficientN,AttenuatedStudentTotal
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,NotDirectCert,MATH,35.85,38,106
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,SwD,MATH,≤ 20,*,31
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,NotSwD,MATH,32.8,41,125
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,EL,MATH,*,*,*
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,NotEL,MATH,29.33,44,150
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,Migratory,MATH,*,*,*
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,Homeless,MATH,*,*,*
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,Military,MATH,*,*,*
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,AnyNative,MATH,*,*,*
ProficiencyMATH,2024-2025,8,0,8000,CIMARRON,CIMARRON DO,AnyBlack,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,All,MATH,25.19,98,389
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Female,MATH,22.58,42,186
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Male,MATH,27.59,56,203
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Hispanic,MATH,23,69,300
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,White,MATH,25.13,96,382
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Black,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Asian,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Native,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Multirace,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,FRL,MATH,25.26,98,388
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,NotFRL,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,DirectCert,MATH,20.45,45,220
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,NotDirectCert,MATH,31.36,53,169
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,SwD,MATH,≤ 10,*,78
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,NotSwD,MATH,30.23,94,311
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,EL,MATH,*,*,11
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,NotEL,MATH,25.4,96,378
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Migratory,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Homeless,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,Military,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,AnyNative,MATH,*,*,*
ProficiencyMATH,2024-2025,9,0,9000,RATON,RATON DO,AnyBlack,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,All,MATH,13.21,7,53
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Female,MATH,*,*,30
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Male,MATH,*,*,23
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Hispanic,MATH,15.22,7,46
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,White,MATH,13.46,7,52
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Black,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Asian,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Native,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Multirace,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,FRL,MATH,13.21,7,53
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,NotFRL,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,DirectCert,MATH,*,*,23
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,NotDirectCert,MATH,*,*,30
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,SwD,MATH,*,*,11
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,NotSwD,MATH,16.67,7,42
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,EL,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,NotEL,MATH,13.46,7,52
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Migratory,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Homeless,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,Military,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,AnyNative,MATH,*,*,*
ProficiencyMATH,2024-2025,10,0,10000,SPRINGER,SPRINGER DO,AnyBlack,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,All,MATH,25,11,44
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Female,MATH,*,*,23
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Male,MATH,38.1,8,21
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Hispanic,MATH,23.53,8,34
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,White,MATH,25,11,44
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Black,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Asian,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Native,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Multirace,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,FRL,MATH,25,11,44
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotFRL,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,DirectCert,MATH,*,*,20
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotDirectCert,MATH,33.33,8,24
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,SwD,MATH,*,*,12
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotSwD,MATH,31.25,10,32
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,EL,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,NotEL,MATH,25,11,44
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Migratory,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Homeless,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,Military,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,AnyNative,MATH,*,*,*
ProficiencyMATH,2024-2025,11,0,11000,MAXWELL,MAXWELL DO,AnyBlack,MATH,*,*,*
ProficiencyMATH,2024-2025,12,0,12000,CLOVIS,CLOVIS DO,All,MATH,26.6,945,3552
ProficiencyMATH,2024-2025,12,0,12000,CLOVIS,CLOVIS DO,Female,MATH,23.87,419,1755
ProficiencyMATH,2024-2025,12,0,12000,CLOVIS,CLOVIS DO,Male,MATH,29.27,526,1797
